0|0|1398600|0|0
0|0|1803200|0|0
0|0|1803200|0|0
1398600|0|1803200|0|0
1918400|0|1803200|0|0
1918400|0|1803200|0|0
1918400|0|1803200|0|0
1918400|0|1803200|0|0
1918400|1398600|1803200|0|0
1918400|2091200|1803200|0|0
1918400|2091200|1803200|0|0
1918400|2091200|1803200|0|0
1918400|2091200|1803200|1398600|0
1918400|2091200|1803200|2264000|0
1918400|2091200|1803200|2264000|0
1918400|2091200|1803200|2264000|1398600
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2264000|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|2379200
1918400|2091200|1803200|2439800|3777800
1918400|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2439800|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2091200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|3996400
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|1803200|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|2714600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2094200|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
2094200|2541800|2209400|3587600|4774800
