2821|841|6800000|0|0|0
2995|1671|6665935|12785|19889|170000
2995|1671|6657550|18185|126680|0
2698|821|6535832|7385|1000|0
2994|1670|6414114|12785|114333|0
2339|2288|6292396|12785|114333|0
1582|1800|6170678|12785|114333|0
845|2316|6048960|12785|114333|0
1566|1777|5927242|12785|114333|0
2046|1015|5810924|12785|114333|0
2526|253|5689206|12785|114333|0
2808|1107|5567488|12785|114333|0
2503|260|5445770|12785|114333|0
2654|52|5405018|12785|114333|0
2654|52|5396633|12785|33367|0
2821|841|5947802|7385|1000|0
1997|1204|5807195|18185|121446|340000
1330|1808|5685477|18185|133222|0
2125|2229|5563759|12785|114333|0
2528|1424|5442041|12785|114333|0
2610|527|5320323|12785|114333|0
2897|1379|5198605|12785|114333|0
2597|530|5076887|12785|114333|0
2654|52|5007883|12785|114333|0
2654|52|4999498|12785|61619|0
2821|841|5550667|7385|1000|0
1924|756|5410060|18185|121446|340000
1258|150|5288342|18185|133222|0
680|840|5172024|12785|114333|0
103|1531|5050306|12785|114333|0
613|789|4933988|12785|114333|0
1123|47|4812270|12785|114333|0
1221|210|4779935|12785|114333|0
1132|36|4746939|12785|24950|0
505|622|5291594|12785|25611|0
505|622|5963209|18185|127960|340000
1044|1342|5822602|7385|1000|340000
1910|1097|5700884|18185|133222|0
2431|363|5579166|12785|114333|0
2787|1189|5457448|12785|114333|0
2518|330|5335730|12785|114333|0
2654|52|5288373|12785|114333|0
2654|52|5279988|12785|39972|0
2821|841|5831157|7385|1000|0
2524|1690|5690550|18185|121446|340000
1628|1599|5568832|18185|133222|0
943|2182|5447114|12785|114333|0
1675|1658|5325396|12785|114333|0
2407|1135|5203678|12785|114333|0
2821|841|5792462|12785|114333|0
2654|52|5663631|18185|83831|340000
2839|932|5541913|18185|121446|0
2453|118|5420195|12785|114333|0
2654|52|5385169|12785|114333|0
2654|52|5376784|12785|27641|0
2821|841|5927953|7385|1000|0
1924|756|5787346|18185|121446|340000
1258|150|5665628|18185|133222|0
680|840|5549310|12785|114333|0
103|1531|5427592|12785|114333|0
613|789|5311274|12785|114333|0
1123|47|5189556|12785|114333|0
1221|210|5157221|12785|114333|0
1132|36|5124225|12785|24950|0
505|622|5668880|12785|25611|0
1044|1342|5528273|18185|127960|340000
1910|1097|5406555|18185|133222|0
2776|853|5284837|12785|114333|0
2821|841|5931698|12785|114333|0
2654|52|5802867|18185|25754|340000
2839|932|5681149|18185|121446|0
2453|118|5559431|12785|114333|0
2654|52|5524405|12785|114333|0
2654|52|5516020|12785|27641|0
2068|735|5394302|7385|1000|0
2821|841|5611271|12785|114333|0
2654|52|5482440|18185|115646|170000
2839|932|5360722|18185|121446|0
2453|118|5239004|12785|114333|0
2654|52|5203978|12785|114333|0
2654|52|5195593|12785|27641|0
2821|841|5746762|7385|1000|0
2524|1690|5606155|18185|121446|340000
1628|1599|5484437|18185|133222|0
2387|1116|5362719|12785|114333|0
2606|243|5241001|12785|114333|0
2842|1111|5119283|12785|114333|0
2513|273|4997565|12785|114333|0
2654|52|4956169|12785|114333|0
2654|52|4947784|12785|34011|0
2821|841|5498953|7385|1000|0
1924|756|5358346|18185|121446|340000
1258|150|5236628|18185|133222|0
680|840|5120310|12785|114333|0
103|1531|4998592|12785|114333|0
613|789|4882274|12785|114333|0
1123|47|4760556|12785|114333|0
1221|210|4728221|12785|114333|0
1132|36|4695225|12785|24950|0
505|622|5239880|12785|25611|0
505|622|5911495|18185|127960|340000
1044|1342|5770888|7385|1000|340000
1910|1097|5649170|18185|133222|0
2431|363|5527452|12785|114333|0
2787|1189|5405734|12785|114333|0
2518|330|5284016|12785|114333|0
2654|52|5236659|12785|114333|0
2654|52|5228274|12785|39972|0
2821|841|5779443|7385|1000|0
2524|1690|5638836|18185|121446|340000
1696|2044|5517118|18185|133222|0
2310|1386|5395400|12785|114333|0
2534|514|5273682|12785|114333|0
2867|1350|5151964|12785|114333|0
2579|497|5030246|12785|114333|0
2654|52|4965034|12785|114333|0
2654|52|4956649|12785|57827|0
2821|841|5507818|7385|1000|0
1997|1204|5367211|18185|121446|340000
2820|841|5245493|18185|133222|0
2821|841|5898093|12785|114333|0
2654|52|5769262|18185|20015|340000
2839|932|5647544|18185|121446|0
2453|118|5525826|12785|114333|0
2654|52|5490800|12785|114333|0
2654|52|5482415|12785|27641|0
2068|735|5360697|7385|1000|0
1415|1354|5238979|12785|114333|0
1204|1556|5854921|12785|114333|0
1942|2071|5714314|18185|56673|340000
2465|1338|5592596|18185|133222|0
2595|447|5470878|12785|114333|0
2874|1302|5349160|12785|114333|0
2571|454|5227442|12785|114333|0
2654|52|5167367|12785|114333|0
2654|52|5158982|12785|52690|0
2821|841|5710151|7385|1000|0
1924|756|5569544|18185|121446|340000
1258|150|5447826|18185|133222|0
680|840|5331508|12785|114333|0
103|1531|5209790|12785|114333|0
613|789|5093472|12785|114333|0
1123|47|4971754|12785|114333|0
1221|210|4939419|12785|114333|0
1132|36|4906423|12785|24950|0
505|622|5451078|12785|25611|0
1044|1342|5310471|18185|127960|340000
1910|1097|5188753|18185|133222|0
2776|853|5067035|12785|114333|0
2821|841|5713896|12785|114333|0
2654|52|5585065|18185|25754|340000
2839|932|5463347|18185|121446|0
2453|118|5341629|12785|114333|0
2654|52|5306603|12785|114333|0
2654|52|5298218|12785|27641|0
2821|841|5849387|7385|1000|0
2524|1690|5708780|18185|121446|340000
1628|1599|5587062|18185|133222|0
943|2182|5465344|12785|114333|0
1675|1658|5343626|12785|114333|0
2407|1135|5221908|12785|114333|0
2821|841|5810692|12785|114333|0
2654|52|5681861|18185|83831|340000
2839|932|5560143|18185|121446|0
2453|118|5438425|12785|114333|0
2654|52|5403399|12785|114333|0
2654|52|5395014|12785|27641|0
2821|841|5946183|7385|1000|0
1924|756|5805576|18185|121446|340000
1258|150|5683858|18185|133222|0
680|840|5567540|12785|114333|0
103|1531|5445822|12785|114333|0
613|789|5329504|12785|114333|0
1123|47|5207786|12785|114333|0
1221|210|5175451|12785|114333|0
1132|36|5142455|12785|24950|0
505|622|5687110|12785|25611|0
1158|1240|5546503|18185|127960|340000
1204|1556|5564017|18185|133222|0
2027|1192|5423410|18185|60101|170000
2460|403|5301692|18185|133222|0
2809|1232|5179974|12785|114333|0
2534|374|5058256|12785|114333|0
2654|52|5006599|12785|114333|0
2654|52|4998214|12785|44272|0
2821|841|5549383|7385|1000|0
2524|1690|5408776|18185|121446|340000
1628|1599|5287058|18185|133222|0
1204|1556|5886118|12785|114333|0
689|2294|5745511|18185|73555|340000
1432|1787|5623793|18185|133222|0
1950|1051|5507475|12785|114333|0
2468|315|5385757|12785|114333|0
2794|1153|5264039|12785|114333|0
2511|298|5142321|12785|114333|0
2654|52|5098105|12785|114333|0
2654|52|5089720|12785|36831|0
2821|841|5640889|7385|1000|0
2524|1690|5500282|18185|121446|340000
1628|1599|5378564|18185|133222|0
1204|1556|5977624|12785|114333|0
664|835|5837017|18185|73555|340000
1118|58|5715299|18185|133222|0
606|798|5598981|12785|114333|0
94|1538|5477263|12785|114333|0
605|797|5360945|12785|114333|0
1117|57|5239227|12785|114333|0
1221|210|5207546|12785|114333|0
1132|36|5174550|12785|24296|0
505|622|5719205|12785|25611|0
1044|1342|5578598|18185|127960|340000
1910|1097|5456880|18185|133222|0
2431|363|5335162|12785|114333|0
2787|1189|5213444|12785|114333|0
2518|330|5091726|12785|114333|0
2654|52|5044369|12785|114333|0
2654|52|5035984|12785|39972|0
2821|841|5587153|7385|1000|0
2524|1690|5446546|18185|121446|340000
1628|1599|5324828|18185|133222|0
1204|1556|5923888|12785|114333|0
689|2294|5783281|18185|73555|340000
1432|1787|5661563|18185|133222|0
1950|1051|5545245|12785|114333|0
2468|315|5423527|12785|114333|0
2794|1153|5301809|12785|114333|0
2511|298|5180091|12785|114333|0
2654|52|5135875|12785|114333|0
2654|52|5127490|12785|36831|0
2821|841|5678659|7385|1000|0
2524|1690|5538052|18185|121446|340000
1628|1599|5416334|18185|133222|0
1204|1556|6015394|12785|114333|0
664|835|5874787|18185|73555|340000
1118|58|5753069|18185|133222|0
606|798|5636751|12785|114333|0
94|1538|5515033|12785|114333|0
605|797|5398715|12785|114333|0
1117|57|5276997|12785|114333|0
1221|210|5245316|12785|114333|0
1132|36|5212320|12785|24296|0
505|622|5756975|12785|25611|0
1044|1342|5616368|18185|127960|340000
1910|1097|5494650|18185|133222|0
2431|363|5372932|12785|114333|0
2787|1189|5251214|12785|114333|0
2518|330|5129496|12785|114333|0
2654|52|5082139|12785|114333|0
2654|52|5073754|12785|39972|0
2821|841|5624923|7385|1000|0
2524|1690|5484316|18185|121446|340000
1628|1599|5362598|18185|133222|0
1204|1556|5961658|12785|114333|0
689|2294|5821051|18185|73555|340000
1432|1787|5699333|18185|133222|0
1950|1051|5583015|12785|114333|0
2468|315|5461297|12785|114333|0
2794|1153|5339579|12785|114333|0
2511|298|5217861|12785|114333|0
2654|52|5173645|12785|114333|0
2654|52|5165260|12785|36831|0
2821|841|5716429|7385|1000|0
2524|1690|5575822|18185|121446|340000
1628|1599|5454104|18185|133222|0
2387|1116|5332386|12785|114333|0
2606|243|5210668|12785|114333|0
2842|1111|5088950|12785|114333|0
2513|273|4967232|12785|114333|0
2654|52|4925836|12785|114333|0
2654|52|4917451|12785|34011|0
2821|841|5468620|7385|1000|0
1924|756|5328013|18185|121446|340000
1258|150|5206295|18185|133222|0
680|840|5089977|12785|114333|0
103|1531|4968259|12785|114333|0
613|789|4851941|12785|114333|0
1123|47|4730223|12785|114333|0
1221|210|4697888|12785|114333|0
1132|36|4664892|12785|24950|0
505|622|5209547|12785|25611|0
505|622|5881162|18185|127960|340000
1158|1240|5740555|7385|1000|340000
1204|1556|5758069|18185|133222|0
2027|1192|5617462|18185|60101|170000
2460|403|5495744|18185|133222|0
2809|1232|5374026|12785|114333|0
2534|374|5252308|12785|114333|0
2654|52|5200651|12785|114333|0
2654|52|5192266|12785|44272|0
2821|841|5743435|7385|1000|0
2097|1376|5602828|18185|121446|340000
2820|841|5481110|18185|133222|0
2654|52|5371194|12785|114333|0
2839|932|5249476|12785|102531|0
2453|118|5127758|12785|114333|0
2654|52|5092732|12785|114333|0
2654|52|5084347|12785|27641|0
2821|841|5635516|7385|1000|0
2524|1690|5494909|18185|121446|340000
1628|1599|5373191|18185|133222|0
1204|1556|5972251|12785|114333|0
664|835|5831644|18185|73555|340000
1118|58|5709926|18185|133222|0
606|798|5593608|12785|114333|0
94|1538|5471890|12785|114333|0
605|797|5355572|12785|114333|0
1117|57|5233854|12785|114333|0
1221|210|5202173|12785|114333|0
1132|36|5169177|12785|24296|0
505|622|5713832|12785|25611|0
1044|1342|5573225|18185|127960|340000
1910|1097|5451507|18185|133222|0
2431|363|5329789|12785|114333|0
2787|1189|5208071|12785|114333|0
2518|330|5086353|12785|114333|0
2654|52|5038996|12785|114333|0
2654|52|5030611|12785|39972|0
2821|841|5581780|7385|1000|0
2524|1690|5441173|18185|121446|340000
1628|1599|5319455|18185|133222|0
1204|1556|5918515|12785|114333|0
689|2294|5777908|18185|73555|340000
1432|1787|5656190|18185|133222|0
1950|1051|5539872|12785|114333|0
2468|315|5418154|12785|114333|0
2794|1153|5296436|12785|114333|0
2511|298|5174718|12785|114333|0
2654|52|5130502|12785|114333|0
2654|52|5122117|12785|36831|0
2821|841|5673286|7385|1000|0
2524|1690|5532679|18185|121446|340000
1628|1599|5410961|18185|133222|0
1204|1556|6010021|12785|114333|0
664|835|5869414|18185|73555|340000
1118|58|5747696|18185|133222|0
606|798|5631378|12785|114333|0
94|1538|5509660|12785|114333|0
605|797|5393342|12785|114333|0
1117|57|5271624|12785|114333|0
1221|210|5239943|12785|114333|0
1132|36|5206947|12785|24296|0
505|622|5751602|12785|25611|0
1044|1342|5610995|18185|127960|340000
1910|1097|5489277|18185|133222|0
2431|363|5367559|12785|114333|0
2787|1189|5245841|12785|114333|0
2518|330|5124123|12785|114333|0
2654|52|5076766|12785|114333|0
2654|52|5068381|12785|39972|0
2821|841|5619550|7385|1000|0
2524|1690|5478943|18185|121446|340000
1628|1599|5357225|18185|133222|0
1204|1556|5956285|12785|114333|0
689|2294|5815678|18185|73555|340000
1432|1787|5693960|18185|133222|0
1950|1051|5577642|12785|114333|0
2468|315|5455924|12785|114333|0
2794|1153|5334206|12785|114333|0
2511|298|5212488|12785|114333|0
2654|52|5168272|12785|114333|0
2654|52|5159887|12785|36831|0
2821|841|5711056|7385|1000|0
2524|1690|5570449|18185|121446|340000
1628|1599|5448731|18185|133222|0
2387|1116|5327013|12785|114333|0
2606|243|5205295|12785|114333|0
2842|1111|5083577|12785|114333|0
2513|273|4961859|12785|114333|0
2654|52|4920463|12785|114333|0
2654|52|4912078|12785|34011|0
2821|841|5463247|7385|1000|0
1924|756|5322640|18185|121446|340000
1258|150|5200922|18185|133222|0
680|840|5084604|12785|114333|0
103|1531|4962886|12785|114333|0
613|789|4846568|12785|114333|0
1123|47|4724850|12785|114333|0
1221|210|4692515|12785|114333|0
1132|36|4659519|12785|24950|0
505|622|5204174|12785|25611|0
505|622|5875789|18185|127960|340000
1158|1240|5735182|7385|1000|340000
1204|1556|5752696|18185|133222|0
2027|1192|5612089|18185|60101|170000
2460|403|5490371|18185|133222|0
2809|1232|5368653|12785|114333|0
2534|374|5246935|12785|114333|0
2654|52|5195278|12785|114333|0
2654|52|5186893|12785|44272|0
2821|841|5738062|7385|1000|0
2097|1376|5597455|18185|121446|340000
2820|841|5475737|18185|133222|0
2654|52|5365821|12785|114333|0
2839|932|5244103|12785|102531|0
2453|118|5122385|12785|114333|0
2654|52|5087359|12785|114333|0
2654|52|5078974|12785|27641|0
2821|841|5630143|7385|1000|0
2524|1690|5489536|18185|121446|340000
1628|1599|5367818|18185|133222|0
1204|1556|5966878|12785|114333|0
664|835|5826271|18185|73555|340000
1118|58|5704553|18185|133222|0
606|798|5588235|12785|114333|0
94|1538|5466517|12785|114333|0
605|797|5350199|12785|114333|0
1117|57|5228481|12785|114333|0
1221|210|5196800|12785|114333|0
1132|36|5163804|12785|24296|0
505|622|5708459|12785|25611|0
1044|1342|5567852|18185|127960|340000
1910|1097|5446134|18185|133222|0
2431|363|5324416|12785|114333|0
2787|1189|5202698|12785|114333|0
2518|330|5080980|12785|114333|0
2654|52|5033623|12785|114333|0
2654|52|5025238|12785|39972|0
2821|841|5576407|7385|1000|0
2524|1690|5435800|18185|121446|340000
1628|1599|5314082|18185|133222|0
1204|1556|5913142|12785|114333|0
689|2294|5772535|18185|73555|340000
1432|1787|5650817|18185|133222|0
1950|1051|5534499|12785|114333|0
2468|315|5412781|12785|114333|0
2794|1153|5291063|12785|114333|0
2511|298|5169345|12785|114333|0
2654|52|5125129|12785|114333|0
2654|52|5116744|12785|36831|0
2821|841|5667913|7385|1000|0
2524|1690|5527306|18185|121446|340000
1628|1599|5405588|18185|133222|0
1204|1556|6004648|12785|114333|0
664|835|5864041|18185|73555|340000
1118|58|5742323|18185|133222|0
606|798|5626005|12785|114333|0
94|1538|5504287|12785|114333|0
605|797|5387969|12785|114333|0
1117|57|5266251|12785|114333|0
1221|210|5234570|12785|114333|0
1132|36|5201574|12785|24296|0
505|622|5746229|12785|25611|0
1044|1342|5605622|18185|127960|340000
1910|1097|5483904|18185|133222|0
2431|363|5362186|12785|114333|0
2787|1189|5240468|12785|114333|0
2518|330|5118750|12785|114333|0
2654|52|5071393|12785|114333|0
2654|52|5063008|12785|39972|0
2821|841|5614177|7385|1000|0
2524|1690|5473570|18185|121446|340000
1628|1599|5351852|18185|133222|0
1204|1556|5950912|12785|114333|0
689|2294|5810305|18185|73555|340000
1432|1787|5688587|18185|133222|0
1950|1051|5572269|12785|114333|0
2468|315|5450551|12785|114333|0
2794|1153|5328833|12785|114333|0
2511|298|5207115|12785|114333|0
2654|52|5162899|12785|114333|0
2654|52|5154514|12785|36831|0
2821|841|5705683|7385|1000|0
2524|1690|5565076|18185|121446|340000
1628|1599|5443358|18185|133222|0
2387|1116|5321640|12785|114333|0
2606|243|5199922|12785|114333|0
2842|1111|5078204|12785|114333|0
2513|273|4956486|12785|114333|0
2654|52|4915090|12785|114333|0
2654|52|4906705|12785|34011|0
2821|841|5457874|7385|1000|0
1924|756|5317267|18185|121446|340000
1258|150|5195549|18185|133222|0
680|840|5079231|12785|114333|0
103|1531|4957513|12785|114333|0
613|789|4841195|12785|114333|0
1123|47|4719477|12785|114333|0
1221|210|4687142|12785|114333|0
1132|36|4654146|12785|24950|0
505|622|5198801|12785|25611|0
505|622|5870416|18185|127960|340000
1158|1240|5729809|7385|1000|340000
1204|1556|5747323|18185|133222|0
2027|1192|5606716|18185|60101|170000
2460|403|5484998|18185|133222|0
2809|1232|5363280|12785|114333|0
2534|374|5241562|12785|114333|0
2654|52|5189905|12785|114333|0
2654|52|5181520|12785|44272|0
2821|841|5732689|7385|1000|0
2097|1376|5592082|18185|121446|340000
2820|841|5470364|18185|133222|0
2654|52|5360448|12785|114333|0
2839|932|5238730|12785|102531|0
2453|118|5117012|12785|114333|0
2654|52|5081986|12785|114333|0
2654|52|5073601|12785|27641|0
2821|841|5624770|7385|1000|0
2524|1690|5484163|18185|121446|340000
1628|1599|5362445|18185|133222|0
1204|1556|5961505|12785|114333|0
664|835|5820898|18185|73555|340000
1118|58|5699180|18185|133222|0
606|798|5582862|12785|114333|0
94|1538|5461144|12785|114333|0
605|797|5344826|12785|114333|0
1117|57|5223108|12785|114333|0
1221|210|5191427|12785|114333|0
1132|36|5158431|12785|24296|0
505|622|5703086|12785|25611|0
1044|1342|5562479|18185|127960|340000
1910|1097|5440761|18185|133222|0
2431|363|5319043|12785|114333|0
2787|1189|5197325|12785|114333|0
2518|330|5075607|12785|114333|0
2654|52|5028250|12785|114333|0
2654|52|5019865|12785|39972|0
2821|841|5571034|7385|1000|0
2524|1690|5430427|18185|121446|340000
2821|841|5629889|18185|133222|0
2654|52|5501058|18185|133153|170000
2839|932|5379340|18185|121446|0
2453|118|5257622|12785|114333|0
2654|52|5222596|12785|114333|0
2654|52|5214211|12785|27641|0
2821|841|5765380|7385|1000|0
2097|1376|5624773|18185|121446|340000
1214|1553|5503055|18185|133222|0
2036|1188|5381337|12785|114333|0
2466|397|5259619|12785|114333|0
2811|1228|5137901|12785|114333|0
2534|371|5016183|12785|114333|0
2654|52|4964879|12785|114333|0
2654|52|4956494|12785|43919|0
2821|841|5507663|7385|1000|0
2524|1690|5367056|18185|121446|340000
2821|841|5566518|18185|133222|0
2654|52|5437687|18185|133153|170000
2839|932|5315969|18185|121446|0
2453|118|5194251|12785|114333|0
2654|52|5159225|12785|114333|0
2654|52|5150840|12785|27641|0
2821|841|5702009|7385|1000|0
1924|756|5561402|18185|121446|340000
1258|150|5439684|18185|133222|0
680|840|5323366|12785|114333|0
103|1531|5201648|12785|114333|0
613|789|5085330|12785|114333|0
1123|47|4963612|12785|114333|0
1221|210|4931277|12785|114333|0
1132|36|4898281|12785|24950|0
505|622|5442936|12785|25611|0
1158|1240|5302329|18185|127960|340000
1204|1556|5574843|18185|133222|0
2027|1192|5434236|18185|60101|170000
2460|403|5312518|18185|133222|0
2809|1232|5190800|12785|114333|0
2534|374|5069082|12785|114333|0
2654|52|5017425|12785|114333|0
2654|52|5009040|12785|44272|0
2821|841|5560209|7385|1000|0
2097|1376|5419602|18185|121446|340000
2820|841|5297884|18185|133222|0
2821|841|5950484|12785|114333|0
2654|52|5821653|18185|20015|340000
2839|932|5699935|18185|121446|0
2453|118|5578217|12785|114333|0
2654|52|5543191|12785|114333|0
2654|52|5534806|12785|27641|0
2029|699|5413088|7385|1000|0
2821|841|5624490|12785|114333|0
2654|52|5495659|18185|121213|170000
2839|932|5373941|18185|121446|0
2453|118|5252223|12785|114333|0
2654|52|5217197|12785|114333|0
2654|52|5208812|12785|27641|0
2821|841|5759981|7385|1000|0
2524|1690|5619374|18185|121446|340000
1628|1599|5497656|18185|133222|0
2387|1116|5375938|12785|114333|0
2606|243|5254220|12785|114333|0
2842|1111|5132502|12785|114333|0
2513|273|5010784|12785|114333|0
2654|52|4969388|12785|114333|0
2654|52|4961003|12785|34011|0
2821|841|5512172|7385|1000|0
1924|756|5371565|18185|121446|340000
1258|150|5249847|18185|133222|0
680|840|5133529|12785|114333|0
103|1531|5011811|12785|114333|0
613|789|4895493|12785|114333|0
1123|47|4773775|12785|114333|0
1221|210|4741440|12785|114333|0
1132|36|4708444|12785|24950|0
505|622|5253099|12785|25611|0
505|622|5924714|18185|127960|340000
1158|1240|5784107|7385|1000|340000
1204|1556|5801621|18185|133222|0
2027|1192|5661014|18185|60101|170000
2460|403|5539296|18185|133222|0
2809|1232|5417578|12785|114333|0
2534|374|5295860|12785|114333|0
2654|52|5244203|12785|114333|0
2654|52|5235818|12785|44272|0
2821|841|5786987|7385|1000|0
2097|1376|5646380|18185|121446|340000
2820|841|5524662|18185|133222|0
2654|52|5414746|12785|114333|0
2839|932|5293028|12785|102531|0
2453|118|5171310|12785|114333|0
2654|52|5136284|12785|114333|0
2654|52|5127899|12785|27641|0
2821|841|5679068|7385|1000|0
2524|1690|5538461|18185|121446|340000
1628|1599|5416743|18185|133222|0
